UserID,SessionID,BrowserType,OperatingSystem,DeviceType,NumItemsInCart,CartTotalAmount,TimeSpentOnSiteMinutes,HasCouponApplied,IsReturningCustomer,LastPageViewedCategory,AbandonmentReason
1902,737784,Safari,Android,Desktop,2,53.06,14.28,False,False,Toys,No Abandonment
5067,990803,Opera,iOS,Mobile,7,126.46,10.62,False,False,Beauty,High Shipping Cost
6076,281062,Edge,iOS,Tablet,3,7.66,5.18,False,False,Electronics,Payment Issues
3897,680853,Chrome,Android,Mobile,6,70.27,4.66,True,False,Electronics,High Shipping Cost
6562,814553,Edge,iOS,Tablet,3,81.34,4.32,True,False,Toys,No Abandonment
9173,277045,Chrome,iOS,Tablet,4,26.17,9.14,True,False,Beauty,Found Better Price
9681,521178,Chrome,MacOS,Mobile,1,37.29,12.81,True,False,Clothing,Found Better Price
6252,334411,Opera,Android,Mobile,0,90.06,9.72,True,True,Clothing,Found Better Price
8851,831940,Firefox,Android,Mobile,7,46.11,5.12,False,True,HomeGoods,No Abandonment
9617,757569,Chrome,Linux,Desktop,4,83.14,10.57,False,False,Books,High Shipping Cost
8228,295171,Opera,MacOS,Mobile,1,29.73,5.62,True,True,Beauty,High Shipping Cost
6681,306192,Firefox,Windows,Tablet,2,76.26,15.49,False,True,Toys,Found Better Price
6595,766808,Firefox,MacOS,Desktop,2,64.97,6.32,False,False,Beauty,Distraction
8390,100275,Edge,Windows,Desktop,3,36.09,4.8,True,False,Electronics,High Shipping Cost
4991,645296,Edge,Android,Desktop,3,52.83,8.92,False,True,Toys,Found Better Price
7462,422819,Edge,MacOS,Desktop,3,75.68,10.67,False,True,Toys,No Abandonment
7368,944734,Safari,Linux,Desktop,0,90.99,9.09,False,True,Electronics,Found Better Price
9614,754580,Firefox,iOS,Desktop,1,67.3,8.98,False,True,Toys,Payment Issues
4942,724433,Safari,Windows,Mobile,1,35.35,10.03,False,False,Beauty,Found Better Price
2800,623601,Edge,iOS,Tablet,3,17.06,8.25,False,True,Clothing,High Shipping Cost
3377,308859,Opera,Android,Mobile,3,84.83,9.21,False,False,Books,No Abandonment
8323,120529,Edge,Android,Tablet,2,25.07,10.4,False,True,Clothing,High Shipping Cost
3103,639919,Chrome,Android,Desktop,1,14.62,4.33,False,True,Toys,Distraction
2271,965514,Opera,iOS,Mobile,3,34.99,7.26,False,True,Clothing,Found Better Price
6020,803047,Opera,Android,Mobile,3,26.81,10.15,False,True,HomeGoods,No Abandonment
1434,196060,Firefox,Android,Mobile,1,241.95,3.45,False,True,Toys,No Abandonment
4598,171211,Safari,iOS,Tablet,1,49.01,9.05,False,True,HomeGoods,Payment Issues
4771,616085,Chrome,Android,Desktop,1,150.93,6.55,False,False,Beauty,High Shipping Cost
9726,504785,Opera,Windows,Desktop,4,101.48,7.25,True,True,Clothing,High Shipping Cost
9572,995452,Safari,MacOS,Desktop,6,18.97,8.09,False,True,Beauty,Payment Issues
3150,673927,Safari,Windows,Tablet,0,84.67,3.28,False,True,Electronics,High Shipping Cost
5124,872175,Chrome,Android,Mobile,2,37.15,6.3,True,False,Books,No Abandonment
6602,418000,Chrome,Android,Tablet,3,27.95,11.94,True,True,Electronics,High Shipping Cost
6167,402177,Edge,Android,Desktop,3,57.75,2.11,True,False,HomeGoods,High Shipping Cost
6486,793725,Edge,Android,Tablet,4,51.73,12.84,False,True,Beauty,No Abandonment
5049,790068,Opera,iOS,Tablet,4,86.04,6.28,True,True,Electronics,Found Better Price
1546,521806,Opera,MacOS,Tablet,0,21.84,6.25,False,False,HomeGoods,Found Better Price
5422,426168,Opera,iOS,Desktop,4,89.12,8.29,True,False,Electronics,Found Better Price
5824,636277,Edge,iOS,Mobile,5,26.56,12.32,True,True,Books,Payment Issues
4115,730327,Opera,Android,Desktop,2,139.38,3.97,False,False,Toys,Payment Issues
1218,858014,Opera,Windows,Tablet,7,24.19,6.41,False,False,Books,Found Better Price
1125,789087,Edge,Windows,Mobile,5,31.08,10.21,False,True,Clothing,Distraction
5180,794758,Edge,Linux,Mobile,1,59.33,10.32,False,True,Beauty,Found Better Price
6160,400704,Opera,MacOS,Desktop,3,8.48,13.42,False,False,Clothing,High Shipping Cost
3770,721761,Opera,Linux,Desktop,5,51.14,4.74,True,False,Electronics,No Abandonment
2942,790691,Safari,iOS,Mobile,2,154.0,4.46,False,False,Books,High Shipping Cost
5457,295339,Firefox,Linux,Tablet,4,23.54,10.5,False,False,Clothing,No Abandonment
2254,896560,Edge,Linux,Desktop,3,39.29,6.02,False,False,Toys,Payment Issues
1987,648343,Firefox,Linux,Mobile,0,63.01,9.33,False,False,Electronics,No Abandonment
8237,812719,Edge,MacOS,Mobile,6,142.12,10.13,False,False,HomeGoods,No Abandonment
9111,128646,Safari,Windows,Tablet,6,26.84,3.08,True,True,Electronics,Found Better Price
8955,592438,Firefox,Windows,Mobile,5,106.39,13.51,False,False,Books,High Shipping Cost
6353,466535,Safari,Linux,Desktop,4,83.92,9.07,False,False,Books,No Abandonment
2371,851480,Chrome,MacOS,Mobile,4,78.67,6.25,False,True,Toys,No Abandonment
1360,327976,Firefox,Windows,Tablet,1,80.43,8.32,True,False,Electronics,High Shipping Cost
9104,822509,Firefox,Android,Tablet,7,25.33,8.61,True,True,Electronics,High Shipping Cost
9549,960982,Firefox,Windows,Tablet,1,30.89,8.76,False,False,Beauty,No Abandonment
8784,757480,Chrome,Windows,Desktop,3,104.99,10.63,False,True,Books,Payment Issues
9088,627679,Chrome,MacOS,Desktop,5,21.13,6.3,True,False,Electronics,Payment Issues
8729,665987,Safari,MacOS,Desktop,2,61.32,8.5,True,True,Clothing,Distraction
3783,254818,Chrome,Windows,Mobile,4,34.72,7.09,True,False,Clothing,No Abandonment
1063,375189,Edge,Android,Tablet,3,97.0,9.05,True,True,Electronics,High Shipping Cost
3228,285225,Opera,Android,Tablet,5,18.44,8.48,False,True,Clothing,High Shipping Cost
4849,733850,Firefox,Linux,Tablet,4,91.82,1.91,False,False,Books,Distraction
7332,795384,Safari,Linux,Desktop,3,68.71,6.02,True,False,HomeGoods,Distraction
4938,562595,Safari,Windows,Tablet,4,80.16,2.59,False,False,Electronics,No Abandonment
2515,158141,Safari,Windows,Mobile,3,38.45,13.33,False,False,Beauty,High Shipping Cost
9771,892561,Safari,Windows,Mobile,1,153.35,10.77,True,False,Toys,High Shipping Cost
7313,299818,Firefox,Android,Desktop,4,27.11,4.23,False,False,Electronics,Payment Issues
8786,453842,Safari,iOS,Desktop,1,108.8,10.52,True,False,Books,Distraction
3158,568721,Firefox,Linux,Desktop,3,130.17,6.64,False,True,Toys,Found Better Price
3125,662572,Safari,Linux,Tablet,0,96.39,8.53,False,True,Toys,Found Better Price
7396,148056,Safari,iOS,Tablet,5,84.15,1.92,False,False,HomeGoods,High Shipping Cost
3283,200835,Opera,Windows,Tablet,1,107.12,9.24,False,False,Electronics,High Shipping Cost
7236,765986,Edge,Linux,Mobile,5,24.09,9.25,False,False,Electronics,High Shipping Cost
8809,416783,Chrome,Android,Mobile,1,26.84,2.62,False,False,Toys,High Shipping Cost
4105,194029,Chrome,iOS,Tablet,2,97.5,11.86,False,False,Clothing,No Abandonment
4552,514153,Chrome,Android,Mobile,9,30.04,11.47,True,False,Electronics,Found Better Price
4475,340037,Edge,Windows,Mobile,4,97.24,8.58,True,True,Electronics,No Abandonment
2838,905095,Firefox,Linux,Desktop,5,72.92,6.82,False,False,Clothing,High Shipping Cost
9413,196794,Chrome,Android,Tablet,0,14.37,7.12,False,False,Beauty,High Shipping Cost
9053,306167,Chrome,iOS,Mobile,4,75.32,12.94,False,False,Beauty,No Abandonment
1895,799087,Chrome,Windows,Mobile,2,143.76,13.47,False,True,Beauty,No Abandonment
6609,369449,Firefox,Linux,Tablet,3,6.12,6.34,True,True,HomeGoods,No Abandonment
6913,121940,Edge,Linux,Tablet,2,48.16,2.77,False,True,Electronics,Distraction
4411,819366,Edge,Windows,Desktop,3,33.05,7.58,False,False,Books,High Shipping Cost
4008,144146,Firefox,Windows,Desktop,2,26.54,11.84,False,False,Clothing,High Shipping Cost
4670,617211,Opera,Windows,Tablet,3,36.06,6.03,False,False,Electronics,No Abandonment
3890,900089,Safari,Android,Mobile,2,48.36,4.89,False,False,Clothing,No Abandonment
7285,357548,Firefox,MacOS,Desktop,1,133.75,13.68,False,True,Clothing,Payment Issues
2408,221415,Safari,Linux,Tablet,6,45.39,3.63,False,False,HomeGoods,Distraction
4872,576250,Edge,Android,Desktop,2,21.4,12.22,True,False,HomeGoods,No Abandonment
5677,100699,Safari,iOS,Mobile,5,14.57,8.11,False,True,Toys,Found Better Price
8446,173101,Chrome,Linux,Mobile,3,29.71,7.8,True,False,Electronics,No Abandonment
7489,603912,Safari,MacOS,Tablet,3,59.11,9.32,False,True,HomeGoods,No Abandonment
4458,352715,Safari,iOS,Desktop,4,5.57,7.72,True,False,Electronics,High Shipping Cost
5397,107109,Edge,Linux,Mobile,3,48.51,7.78,False,True,Toys,Payment Issues
6883,174323,Opera,MacOS,Mobile,4,20.23,5.38,False,False,Beauty,Payment Issues
9088,412309,Safari,Windows,Desktop,1,20.7,6.91,False,False,HomeGoods,High Shipping Cost
8406,518331,Edge,MacOS,Tablet,3,27.17,10.05,True,True,HomeGoods,Found Better Price
4600,836534,Chrome,Linux,Desktop,4,126.98,4.41,False,True,Toys,Payment Issues
8071,165547,Safari,MacOS,Desktop,5,53.91,10.62,False,True,Books,Found Better Price
6468,634423,Safari,Linux,Desktop,3,38.68,7.45,True,False,Books,High Shipping Cost
6007,382987,Chrome,Linux,Desktop,2,43.95,4.4,False,False,Toys,Found Better Price
7297,624949,Firefox,MacOS,Desktop,3,19.69,7.62,False,False,Books,Distraction
5690,743609,Opera,MacOS,Mobile,2,20.07,9.26,True,False,Books,Found Better Price
6686,303989,Chrome,iOS,Tablet,5,67.08,5.64,False,False,Books,High Shipping Cost
4496,292825,Chrome,iOS,Tablet,6,32.93,12.23,True,False,Books,High Shipping Cost
4472,109614,Chrome,Android,Mobile,6,9.28,10.73,False,False,Clothing,Found Better Price
8226,564623,Firefox,Linux,Tablet,4,67.47,9.9,True,True,Clothing,No Abandonment
5561,355197,Chrome,iOS,Tablet,2,28.8,7.26,True,False,HomeGoods,Distraction
8614,166115,Firefox,Android,Desktop,1,8.1,10.53,False,False,Electronics,High Shipping Cost
3358,321445,Opera,Linux,Tablet,4,50.39,11.46,False,True,Clothing,High Shipping Cost
9250,475406,Firefox,Android,Desktop,1,67.96,6.19,True,True,Electronics,Payment Issues
8257,464673,Opera,iOS,Tablet,2,148.71,7.97,False,False,Beauty,High Shipping Cost
7213,441150,Opera,Android,Mobile,4,6.29,7.52,False,False,Toys,No Abandonment
9376,965047,Opera,MacOS,Tablet,2,71.55,7.39,False,True,Beauty,High Shipping Cost
8605,377794,Edge,Android,Mobile,1,89.57,12.21,False,False,Beauty,High Shipping Cost
3619,318926,Opera,Windows,Desktop,5,231.17,11.58,False,False,Toys,Distraction
1577,375998,Firefox,Windows,Desktop,4,108.16,11.08,False,False,Beauty,Distraction
6243,432743,Edge,Android,Desktop,4,106.38,9.8,False,True,Toys,No Abandonment
9262,878869,Chrome,Windows,Desktop,2,106.28,8.15,False,True,Electronics,No Abandonment
1555,321689,Chrome,Android,Mobile,2,34.93,7.51,False,False,Toys,No Abandonment
1851,713505,Safari,Android,Tablet,1,43.14,9.34,True,False,HomeGoods,High Shipping Cost
4640,144391,Opera,Android,Desktop,1,50.8,3.31,True,False,Electronics,Found Better Price
2912,705279,Safari,Windows,Desktop,3,24.36,10.68,True,True,HomeGoods,Found Better Price
3730,642526,Opera,Linux,Desktop,1,75.12,10.9,False,True,HomeGoods,Found Better Price
6419,621461,Opera,Android,Mobile,4,54.71,5.24,False,True,Books,Found Better Price
3365,269104,Firefox,Android,Mobile,5,101.4,3.95,False,False,HomeGoods,High Shipping Cost
8538,118044,Firefox,MacOS,Mobile,0,34.58,9.65,False,False,Clothing,No Abandonment
1266,878132,Chrome,MacOS,Tablet,3,16.73,3.41,True,True,Beauty,Distraction
4916,585909,Edge,iOS,Tablet,4,22.66,8.9,True,False,HomeGoods,No Abandonment
8328,992284,Chrome,Windows,Desktop,2,21.01,5.7,False,True,Toys,No Abandonment
3326,246784,Opera,Linux,Mobile,5,45.64,3.75,True,False,Books,Payment Issues
3801,596566,Edge,Android,Tablet,5,84.87,10.18,False,False,Beauty,High Shipping Cost
6552,305084,Safari,Android,Tablet,1,101.01,12.23,True,False,Electronics,No Abandonment
3034,199022,Opera,Windows,Mobile,3,10.82,6.83,True,False,HomeGoods,No Abandonment
8453,947764,Firefox,iOS,Tablet,3,182.13,10.51,True,True,Beauty,No Abandonment
1984,378785,Chrome,iOS,Mobile,2,2.98,5.71,False,True,Books,High Shipping Cost
5099,786071,Chrome,MacOS,Mobile,6,14.36,10.68,True,True,HomeGoods,No Abandonment
7463,219593,Safari,Windows,Mobile,0,62.21,6.55,True,False,HomeGoods,Payment Issues
2075,999123,Chrome,iOS,Desktop,2,34.67,12.3,False,True,Toys,High Shipping Cost
2023,839877,Chrome,iOS,Tablet,6,22.46,1.26,False,False,Clothing,Found Better Price
4897,405026,Edge,Linux,Desktop,0,14.23,6.44,False,False,Books,High Shipping Cost
7970,426296,Opera,MacOS,Mobile,2,23.41,6.92,True,False,Books,Found Better Price
9471,665068,Edge,MacOS,Tablet,3,22.56,3.29,False,False,HomeGoods,High Shipping Cost
2111,420727,Edge,MacOS,Tablet,5,54.61,10.13,False,True,Books,Found Better Price
6080,935005,Chrome,iOS,Desktop,0,78.23,7.87,False,False,Electronics,High Shipping Cost
8981,652158,Opera,Android,Desktop,0,23.87,10.34,True,True,Electronics,Found Better Price
3075,713006,Chrome,iOS,Tablet,4,41.65,5.78,True,False,HomeGoods,High Shipping Cost
4942,791141,Chrome,iOS,Desktop,1,42.11,4.7,True,False,Books,No Abandonment
1271,547592,Edge,Windows,Desktop,6,52.47,6.34,False,False,Beauty,Found Better Price
1189,514217,Firefox,MacOS,Mobile,4,34.94,4.39,True,False,HomeGoods,Found Better Price
9737,219752,Firefox,MacOS,Tablet,2,55.97,7.01,False,False,Electronics,No Abandonment
5014,441745,Edge,Linux,Mobile,1,28.81,12.02,False,False,Books,No Abandonment
9142,326280,Edge,MacOS,Mobile,2,119.89,8.82,False,False,Clothing,No Abandonment
5943,756247,Chrome,iOS,Tablet,5,27.2,9.99,False,False,HomeGoods,No Abandonment
5866,209950,Opera,Windows,Tablet,2,45.66,6.67,True,True,Electronics,No Abandonment
1768,690568,Chrome,Linux,Mobile,1,37.92,5.19,False,True,Electronics,High Shipping Cost
6166,189156,Chrome,iOS,Tablet,3,49.7,8.57,True,False,Clothing,High Shipping Cost
8589,513036,Safari,iOS,Mobile,4,88.16,8.16,False,False,HomeGoods,High Shipping Cost
5798,645835,Chrome,Linux,Mobile,0,233.92,11.27,False,False,Toys,High Shipping Cost
1464,953672,Opera,iOS,Desktop,6,27.4,11.79,True,True,Toys,No Abandonment
3600,943986,Chrome,iOS,Mobile,5,32.22,10.86,False,False,Electronics,High Shipping Cost
1916,868275,Edge,Windows,Tablet,3,14.91,14.27,True,False,Toys,High Shipping Cost
7126,169600,Opera,Windows,Mobile,5,60.43,8.19,False,False,Beauty,High Shipping Cost
8151,596746,Edge,Windows,Mobile,2,16.29,9.91,False,True,Electronics,Payment Issues
1065,675396,Safari,MacOS,Tablet,5,111.96,11.66,False,True,Toys,Found Better Price
2904,372862,Safari,Linux,Tablet,0,159.93,10.5,False,False,Electronics,No Abandonment
8193,544070,Opera,Windows,Desktop,3,74.68,11.0,False,False,Beauty,High Shipping Cost
5571,343916,Firefox,iOS,Tablet,3,58.04,8.21,True,True,Books,No Abandonment
7716,104214,Firefox,MacOS,Mobile,3,18.87,7.8,True,True,Clothing,Distraction
7973,452741,Opera,Linux,Tablet,3,109.88,7.11,False,False,Electronics,Distraction
4808,552716,Opera,Windows,Tablet,4,10.58,7.41,False,False,Toys,Found Better Price
8565,479333,Edge,Windows,Desktop,2,73.29,8.14,False,False,HomeGoods,High Shipping Cost
8861,701326,Safari,Linux,Mobile,7,28.05,5.99,False,False,Toys,Found Better Price
2960,465575,Opera,Windows,Desktop,2,72.02,4.65,False,True,Clothing,Distraction
3747,612511,Chrome,Linux,Desktop,2,21.8,4.55,False,True,Toys,No Abandonment
1043,797386,Edge,Linux,Mobile,3,10.58,11.85,False,False,Toys,Payment Issues
4842,853033,Safari,iOS,Tablet,8,38.77,6.73,False,True,HomeGoods,No Abandonment
5705,212424,Edge,Linux,Mobile,1,83.0,9.81,True,True,Electronics,Payment Issues
2888,345453,Safari,Android,Desktop,1,75.99,7.56,False,False,Beauty,High Shipping Cost
4898,753187,Chrome,Windows,Desktop,5,100.1,11.98,True,False,Books,No Abandonment
6883,634295,Safari,iOS,Mobile,3,39.33,4.24,False,False,HomeGoods,Distraction
9911,340366,Edge,MacOS,Desktop,1,93.41,7.47,True,True,Clothing,Payment Issues
1690,925737,Safari,Android,Tablet,3,45.66,6.45,False,False,Beauty,No Abandonment
7842,743032,Edge,Linux,Tablet,4,18.17,7.98,False,False,HomeGoods,Distraction
9301,673637,Opera,MacOS,Mobile,3,21.33,10.74,False,False,Beauty,No Abandonment
5558,852760,Chrome,MacOS,Mobile,4,20.63,7.7,False,True,Electronics,Payment Issues
9706,390091,Edge,MacOS,Tablet,5,27.83,6.19,False,True,Clothing,No Abandonment
8720,407419,Firefox,MacOS,Mobile,2,48.67,7.99,False,False,Books,Payment Issues
9828,236035,Firefox,iOS,Tablet,4,97.24,7.05,False,True,Books,Found Better Price
4328,746944,Safari,iOS,Tablet,7,93.67,9.39,False,True,Toys,Found Better Price
6312,671485,Opera,MacOS,Tablet,5,40.41,0.34,False,False,Toys,Payment Issues
1626,253752,Opera,Android,Tablet,2,62.72,6.96,True,False,Clothing,High Shipping Cost
1069,290988,Firefox,Windows,Mobile,2,37.79,8.17,False,True,Books,Payment Issues
8549,321094,Safari,Windows,Tablet,4,7.89,10.36,False,False,Electronics,Distraction
6613,459118,Opera,iOS,Tablet,5,96.52,10.7,True,True,Clothing,Payment Issues
5319,776606,Opera,Android,Desktop,2,71.49,5.98,False,True,Toys,Payment Issues
6961,949317,Safari,Android,Desktop,3,10.05,6.73,True,False,Toys,High Shipping Cost
4977,486205,Edge,Linux,Desktop,3,81.16,2.95,False,False,Toys,Distraction
8500,475601,Firefox,iOS,Desktop,4,69.47,8.34,False,False,HomeGoods,Payment Issues
9059,894179,Opera,Android,Mobile,1,22.88,15.46,False,True,Books,Payment Issues
7784,567200,Edge,Android,Desktop,3,61.26,8.57,True,False,HomeGoods,Distraction
2634,831836,Edge,Windows,Desktop,2,158.01,5.93,True,True,Clothing,No Abandonment
3543,725154,Edge,Android,Desktop,3,61.04,8.51,False,True,HomeGoods,Distraction
8353,443276,Edge,Android,Mobile,6,62.8,1.86,False,True,Books,High Shipping Cost
1768,163409,Chrome,MacOS,Tablet,4,44.15,10.26,False,False,Clothing,Payment Issues
6764,785987,Chrome,Windows,Desktop,5,77.04,11.94,False,False,Books,Distraction
3603,445731,Safari,Windows,Tablet,4,75.19,7.36,False,False,Books,Distraction
1991,319306,Firefox,MacOS,Desktop,4,85.56,5.51,True,False,Beauty,High Shipping Cost
1488,171949,Safari,Windows,Mobile,5,51.16,6.7,True,True,Electronics,High Shipping Cost
9179,971000,Chrome,Linux,Mobile,6,35.29,6.88,False,False,Electronics,Distraction
5152,433414,Safari,Linux,Mobile,2,64.11,9.53,True,False,Electronics,High Shipping Cost
1511,403740,Safari,iOS,Tablet,4,106.8,8.8,False,False,Toys,No Abandonment
6697,130786,Edge,Windows,Mobile,3,5.34,7.72,False,True,Beauty,No Abandonment
1734,618918,Opera,Windows,Tablet,2,57.65,8.0,False,True,Beauty,No Abandonment
6678,222887,Chrome,Linux,Mobile,3,163.75,6.05,False,False,Beauty,High Shipping Cost
4309,707787,Chrome,iOS,Desktop,1,56.65,9.84,True,False,HomeGoods,No Abandonment
9562,123999,Safari,iOS,Desktop,2,139.74,8.04,False,True,Electronics,High Shipping Cost
5701,771878,Opera,Linux,Desktop,4,35.79,3.31,False,False,Clothing,Found Better Price
2859,783767,Safari,Linux,Desktop,5,65.23,10.2,False,True,Beauty,No Abandonment
8719,950735,Firefox,MacOS,Tablet,5,65.03,7.11,True,True,Toys,High Shipping Cost
1916,391645,Chrome,iOS,Mobile,1,55.09,6.77,False,True,Electronics,High Shipping Cost
7909,202424,Edge,iOS,Tablet,3,249.95,13.45,False,False,HomeGoods,No Abandonment
8264,397424,Edge,MacOS,Tablet,6,41.72,9.25,False,False,Toys,No Abandonment
7681,548473,Edge,Linux,Desktop,1,32.54,10.01,False,False,Toys,Distraction
3662,391189,Chrome,MacOS,Mobile,5,43.32,6.23,False,False,Beauty,Distraction
5692,585571,Chrome,MacOS,Tablet,7,9.21,6.23,True,False,Clothing,Payment Issues
2335,124432,Edge,Android,Tablet,3,65.18,12.28,True,True,Books,High Shipping Cost
6050,388889,Chrome,iOS,Tablet,4,19.2,15.42,True,True,Clothing,High Shipping Cost
1761,482864,Edge,Linux,Tablet,4,6.59,10.83,True,True,HomeGoods,Payment Issues
3131,358606,Firefox,Android,Mobile,1,29.98,0.39,False,False,HomeGoods,No Abandonment
5814,457976,Firefox,Android,Desktop,3,56.6,5.76,True,True,HomeGoods,No Abandonment
1301,862809,Firefox,Android,Desktop,1,33.59,7.81,True,True,Toys,Payment Issues
8740,994466,Safari,Linux,Tablet,3,33.72,7.54,True,False,HomeGoods,No Abandonment
4694,608811,Safari,MacOS,Mobile,4,25.27,7.53,False,True,Clothing,Payment Issues
3701,945456,Opera,Linux,Mobile,3,200.8,3.73,False,False,Toys,No Abandonment
9805,585237,Opera,iOS,Tablet,4,64.98,13.77,False,False,Clothing,Found Better Price
7214,334534,Opera,iOS,Mobile,2,59.04,9.68,True,False,Electronics,High Shipping Cost
6644,956057,Firefox,MacOS,Tablet,1,41.83,5.71,False,True,Beauty,No Abandonment
6520,911626,Firefox,Linux,Desktop,5,37.51,6.26,False,True,Electronics,No Abandonment
1668,484611,Firefox,MacOS,Desktop,1,47.87,9.82,False,True,Beauty,No Abandonment
3128,875951,Chrome,MacOS,Desktop,7,3.7,7.24,False,True,Electronics,Found Better Price
7738,668036,Chrome,Linux,Tablet,2,104.64,8.39,False,True,Clothing,No Abandonment
1217,221778,Firefox,iOS,Tablet,3,97.37,9.28,False,True,Books,Distraction
9940,585237,Edge,Linux,Desktop,2,16.3,6.46,True,True,Beauty,High Shipping Cost
5220,938428,Opera,iOS,Tablet,4,12.66,13.19,False,False,Clothing,No Abandonment
9392,726893,Safari,Windows,Mobile,5,39.69,0.95,False,False,Electronics,Payment Issues
3621,231070,Opera,Windows,Desktop,5,31.58,5.67,True,False,Beauty,High Shipping Cost
6139,669926,Edge,Windows,Mobile,3,117.35,10.44,False,False,Books,High Shipping Cost
1721,294216,Chrome,Android,Mobile,2,70.03,5.94,False,True,Beauty,Found Better Price
2881,442427,Firefox,iOS,Tablet,5,53.08,7.52,True,False,Toys,High Shipping Cost
2432,127980,Chrome,iOS,Tablet,1,53.47,11.74,False,False,Beauty,Found Better Price
6181,600116,Chrome,Linux,Desktop,4,51.45,9.43,False,True,HomeGoods,High Shipping Cost
3320,782371,Edge,iOS,Tablet,1,27.52,8.36,False,True,Books,High Shipping Cost
7950,257158,Chrome,Linux,Tablet,2,19.19,11.51,True,False,Beauty,High Shipping Cost
8177,320541,Chrome,Android,Mobile,3,19.17,6.28,False,False,Electronics,Distraction
9890,694786,Opera,Linux,Tablet,6,15.02,9.3,False,False,Beauty,Payment Issues
1621,622099,Opera,Windows,Desktop,2,37.27,9.54,False,True,Books,High Shipping Cost
1459,798638,Edge,Linux,Tablet,1,49.97,4.51,True,True,HomeGoods,No Abandonment
8225,428537,Firefox,Linux,Desktop,6,50.29,5.44,False,False,Beauty,Distraction
9491,361549,Opera,Linux,Mobile,3,5.65,2.87,False,True,Toys,High Shipping Cost
9141,689446,Chrome,iOS,Mobile,1,62.01,8.81,False,True,Clothing,High Shipping Cost
6375,718129,Safari,MacOS,Mobile,3,74.39,11.73,True,False,Books,High Shipping Cost
4452,226948,Opera,MacOS,Desktop,5,20.33,5.61,False,False,Electronics,High Shipping Cost
8312,687924,Safari,MacOS,Mobile,1,64.2,0.94,False,False,HomeGoods,Distraction
6925,205075,Firefox,iOS,Mobile,1,19.69,7.85,False,False,Books,High Shipping Cost
2821,861223,Chrome,Windows,Tablet,3,40.44,11.6,False,False,Books,Found Better Price
7431,808794,Opera,MacOS,Desktop,2,84.59,6.94,False,True,Books,Found Better Price
1988,247475,Firefox,MacOS,Mobile,5,25.36,9.57,False,False,Electronics,High Shipping Cost
9405,809969,Edge,Android,Tablet,5,72.03,1.36,True,False,Books,Found Better Price
1531,102420,Firefox,Android,Tablet,2,8.65,9.71,True,False,Beauty,Payment Issues
3917,242290,Edge,Windows,Mobile,1,20.61,12.59,False,False,Beauty,Found Better Price
7885,837346,Edge,Linux,Desktop,2,41.92,13.55,False,False,Books,No Abandonment
4619,523350,Opera,Linux,Mobile,5,4.86,10.98,False,False,Beauty,Found Better Price
7564,365277,Safari,Android,Tablet,4,65.15,15.66,False,True,Toys,Distraction
4060,947333,Edge,Android,Desktop,3,35.78,10.61,True,False,Electronics,Payment Issues
3524,723377,Chrome,Windows,Tablet,6,57.61,7.71,True,False,Beauty,Found Better Price
1689,165370,Opera,Windows,Mobile,5,82.84,6.6,False,False,Books,No Abandonment
2100,614669,Edge,iOS,Desktop,3,9.72,3.07,True,False,HomeGoods,No Abandonment
9310,926935,Opera,Linux,Mobile,5,73.61,6.09,False,False,Clothing,High Shipping Cost
6301,610036,Chrome,iOS,Mobile,1,34.1,4.7,True,False,Clothing,No Abandonment
9697,748597,Opera,MacOS,Mobile,2,110.11,10.38,False,False,Toys,High Shipping Cost
8817,968103,Opera,Windows,Tablet,5,46.16,4.48,False,False,Electronics,High Shipping Cost
3200,150570,Edge,Linux,Desktop,1,73.73,4.91,True,True,HomeGoods,High Shipping Cost
1496,300298,Firefox,Linux,Desktop,1,36.74,10.87,False,False,Electronics,Found Better Price
5174,199851,Opera,iOS,Tablet,3,38.97,6.39,False,True,Clothing,Found Better Price
9250,407375,Edge,Android,Desktop,7,30.41,10.55,False,True,HomeGoods,High Shipping Cost
6530,444422,Chrome,Android,Desktop,3,67.26,13.28,False,True,Clothing,No Abandonment
7969,934366,Chrome,Windows,Mobile,3,50.35,5.22,False,True,Clothing,Found Better Price
2653,363706,Firefox,Android,Mobile,4,42.99,8.94,False,False,Electronics,No Abandonment
8246,825282,Chrome,MacOS,Tablet,4,1.94,16.76,False,False,Books,No Abandonment
1243,904993,Edge,Linux,Desktop,1,54.05,9.98,True,False,Beauty,Distraction
3255,808322,Firefox,Android,Tablet,3,121.31,10.81,False,False,Toys,High Shipping Cost
7999,313639,Edge,Windows,Tablet,4,49.98,7.64,False,True,HomeGoods,Payment Issues
7743,352435,Firefox,MacOS,Tablet,5,26.61,8.56,False,True,Beauty,No Abandonment
3692,231335,Firefox,iOS,Tablet,2,12.45,10.35,False,False,Toys,No Abandonment
7073,844382,Edge,iOS,Mobile,1,83.48,4.48,False,False,HomeGoods,Found Better Price
9230,746979,Firefox,MacOS,Tablet,3,136.82,3.98,False,False,Clothing,High Shipping Cost
4247,857406,Edge,Windows,Desktop,3,116.14,9.21,False,False,HomeGoods,Found Better Price
7621,106646,Chrome,iOS,Mobile,2,44.0,7.3,True,True,HomeGoods,Payment Issues
2615,197439,Chrome,Linux,Mobile,4,63.17,4.04,False,False,Beauty,High Shipping Cost
1019,700972,Opera,Linux,Tablet,2,64.39,3.36,False,False,Electronics,Distraction
